date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:47:22	7222/7222	---M--	200	added ('OK')	image/png	etag:%221c36-60db4fd112439%22	https://themesbrand.com/velzon/html/master/assets/images/logo-sm.png	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/logo-sm.png	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:22	3960/3960	---M--	200	added ('OK')	image/png	etag:%22f78-60db4fd112439%22	https://themesbrand.com/velzon/html/master/assets/images/logo-dark.png	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/logo-dark.png	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:22	3722/3722	---M--	200	added ('OK')	image/png	etag:%22e8a-60db4fd112439%22	https://themesbrand.com/velzon/html/master/assets/images/logo-light.png	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/logo-light.png	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:23	17336/17336	---M--	200	added ('OK')	image/jpeg	etag:%2243b8-60db4fd11ef5a%22	https://themesbrand.com/velzon/html/master/assets/images/users/avatar-2.jpg	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/users/avatar-2.jpg	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:23	11267/11267	---M--	200	added ('OK')	image/jpeg	etag:%222c03-60db4fd11ef5a%22	https://themesbrand.com/velzon/html/master/assets/images/users/avatar-3.jpg	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/users/avatar-3.jpg	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:23	11561/11561	---M--	200	added ('OK')	image/jpeg	etag:%222d29-60db4fd11ef5a%22	https://themesbrand.com/velzon/html/master/assets/images/users/avatar-5.jpg	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/users/avatar-5.jpg	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:23	316212/316212	---M-Z	200	added ('OK')	text/html	etag:%224d334-60db4fd1ea167-gzip%22	https://themesbrand.com/velzon/html/master/pages-search-results.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/pages-search-results.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:23	16289/16289	---M--	200	added ('OK')	image/svg+xml	etag:%223fa1-60db4fd10e5b9%22	https://themesbrand.com/velzon/html/master/assets/images/flags/us.svg	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/flags/us.svg	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:24	5913/5913	---M--	200	added ('OK')	image/svg+xml	etag:%221719-60db4fd10e5b9%22	https://themesbrand.com/velzon/html/master/assets/images/flags/spain.svg	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/flags/spain.svg	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:24	690/690	---M--	200	added ('OK')	image/svg+xml	etag:%222b2-60db4fd10b6d9%22	https://themesbrand.com/velzon/html/master/assets/images/flags/germany.svg	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/flags/germany.svg	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:24	690/690	---M--	200	added ('OK')	image/svg+xml	etag:%222b2-60db4fd10c679%22	https://themesbrand.com/velzon/html/master/assets/images/flags/italy.svg	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/flags/italy.svg	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:24	702/702	---M--	200	added ('OK')	image/svg+xml	etag:%222be-60db4fd10d619%22	https://themesbrand.com/velzon/html/master/assets/images/flags/russia.svg	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/flags/russia.svg	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:24	2483/2483	---M--	200	added ('OK')	image/svg+xml	etag:%229b3-60db4fd10a739%22	https://themesbrand.com/velzon/html/master/assets/images/flags/china.svg	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/flags/china.svg	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:25	428/428	---M--	200	added ('OK')	image/svg+xml	etag:%221ac-60db4fd10b6d9%22	https://themesbrand.com/velzon/html/master/assets/images/flags/french.svg	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/flags/french.svg	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:25	259/259	---M--	200	added ('OK')	image/svg+xml	etag:%22103-60db4fd109799%22	https://themesbrand.com/velzon/html/master/assets/images/flags/ae.svg	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/flags/ae.svg	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:25	1454/1454	---M--	200	added ('OK')	image/png	etag:%225ae-60db4fd1087f9%22	https://themesbrand.com/velzon/html/master/assets/images/brands/github.png	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/brands/github.png	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:25	701/701	---M--	200	added ('OK')	image/png	etag:%222bd-60db4fd1087f9%22	https://themesbrand.com/velzon/html/master/assets/images/brands/bitbucket.png	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/brands/bitbucket.png	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:25	911/911	---M--	200	added ('OK')	image/png	etag:%2238f-60db4fd1087f9%22	https://themesbrand.com/velzon/html/master/assets/images/brands/dribbble.png	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/brands/dribbble.png	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:26	772/772	---M--	200	added ('OK')	image/png	etag:%22304-60db4fd1087f9%22	https://themesbrand.com/velzon/html/master/assets/images/brands/dropbox.png	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/brands/dropbox.png	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:26	1428/1428	---M--	200	added ('OK')	image/png	etag:%22594-60db4fd1087f9%22	https://themesbrand.com/velzon/html/master/assets/images/brands/mail_chimp.png	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/brands/mail_chimp.png	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:26	2691/2691	---M--	200	added ('OK')	image/png	etag:%22a83-60db4fd1087f9%22	https://themesbrand.com/velzon/html/master/assets/images/brands/slack.png	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/brands/slack.png	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:26	239303/239303	---M-Z	200	added ('OK')	text/html	etag:%223a6c7-60db4fd0e74b6-gzip%22	https://themesbrand.com/velzon/html/master/apps-ecommerce-products.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-ecommerce-products.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:27	62563/62563	---M--	200	added ('OK')	image/png	etag:%22f463-60db4fd115319%22	https://themesbrand.com/velzon/html/master/assets/images/products/img-1.png	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/products/img-1.png	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:27	265956/265956	---M-Z	200	added ('OK')	text/html	etag:%2240ee4-60db4fd0e74b6-gzip%22	https://themesbrand.com/velzon/html/master/apps-ecommerce-product-details.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-ecommerce-product-details.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:27	54572/54572	---M--	200	added ('OK')	image/png	etag:%22d52c-60db4fd1162b9%22	https://themesbrand.com/velzon/html/master/assets/images/products/img-2.png	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/products/img-2.png	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:28	100267/100267	---M--	200	added ('OK')	image/png	etag:%22187ab-60db4fd1162b9%22	https://themesbrand.com/velzon/html/master/assets/images/products/img-3.png	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/products/img-3.png	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:28	73544/73544	---M--	200	added ('OK')	image/png	etag:%2211f48-60db4fd1162b9%22	https://themesbrand.com/velzon/html/master/assets/images/products/img-6.png	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/products/img-6.png	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:28	68652/68652	---M--	200	added ('OK')	image/png	etag:%2210c2c-60db4fd1162b9%22	https://themesbrand.com/velzon/html/master/assets/images/products/img-5.png	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/products/img-5.png	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:28	249772/249772	---M-Z	200	added ('OK')	text/html	etag:%223cfac-60db4fd0e6516-gzip%22	https://themesbrand.com/velzon/html/master/apps-ecommerce-checkout.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-ecommerce-checkout.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:28	9460/9460	---M--	200	added ('OK')	image/jpeg	etag:%2224f4-60db4fd11ef5a%22	https://themesbrand.com/velzon/html/master/assets/images/users/avatar-8.jpg	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/users/avatar-8.jpg	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:29	11948/11948	---M--	200	added ('OK')	image/jpeg	etag:%222eac-60db4fd11ef5a%22	https://themesbrand.com/velzon/html/master/assets/images/users/avatar-6.jpg	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/users/avatar-6.jpg	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:29	9022/9022	---M--	200	added ('OK')	image/jpeg	etag:%22233e-60db4fd11ef5a%22	https://themesbrand.com/velzon/html/master/assets/images/users/avatar-1.jpg	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/assets/images/users/avatar-1.jpg	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:29	433350/433350	---M-Z	200	added ('OK')	text/html	etag:%2269cc6-60db4fd1e91c7-gzip%22	https://themesbrand.com/velzon/html/master/pages-profile.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/pages-profile.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:29	249614/249614	---M-Z	200	added ('OK')	text/html	etag:%223cf0e-60db4fd0e3636-gzip%22	https://themesbrand.com/velzon/html/master/apps-chat.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-chat.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:29	313666/313666	---M-Z	200	added ('OK')	text/html	etag:%224c942-60db4fd0ea397-gzip%22	https://themesbrand.com/velzon/html/master/apps-tasks-kanban.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-tasks-kanban.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:30	230462/230462	---M-Z	200	added ('OK')	text/html	etag:%223843e-60db4fd1e8227-gzip%22	https://themesbrand.com/velzon/html/master/pages-faqs.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/pages-faqs.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:30	258693/258693	---M-Z	200	added ('OK')	text/html	etag:%223f285-60db4fd1e91c7-gzip%22	https://themesbrand.com/velzon/html/master/pages-profile-settings.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/pages-profile-settings.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:30	6016/6016	---M-Z	200	added ('OK')	text/html	etag:%221780-60db4fd1d97c6-gzip%22	https://themesbrand.com/velzon/html/master/auth-lockscreen-basic.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/auth-lockscreen-basic.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:30	5073/5073	---M-Z	200	added ('OK')	text/html	etag:%2213d1-60db4fd1d97c6-gzip%22	https://themesbrand.com/velzon/html/master/auth-logout-basic.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/auth-logout-basic.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:30	266509/266509	---M-Z	200	added ('OK')	text/html	etag:%224110d-60db4fd1df586-gzip%22	https://themesbrand.com/velzon/html/master/dashboard-crm.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/dashboard-crm.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:31	302800/302800	---M-Z	200	added ('OK')	text/html	etag:%2249ed0-60db4fd1df586-gzip%22	https://themesbrand.com/velzon/html/master/dashboard-crypto.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/dashboard-crypto.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:31	300068/300068	---M-Z	200	added ('OK')	text/html	etag:%2249424-60db4fd1e14c6-gzip%22	https://themesbrand.com/velzon/html/master/dashboard-projects.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/dashboard-projects.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:31	296341/296341	---M-Z	200	added ('OK')	text/html	etag:%2248595-60db4fd1e0526-gzip%22	https://themesbrand.com/velzon/html/master/dashboard-nft.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/dashboard-nft.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:31	294449/294449	---M-Z	200	added ('OK')	text/html	etag:%2247e31-60db4fd1e0526-gzip%22	https://themesbrand.com/velzon/html/master/dashboard-job.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/dashboard-job.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:32	225703/225703	---M-Z	200	added ('OK')	text/html	etag:%22371a7-60db4fd0e3636-gzip%22	https://themesbrand.com/velzon/html/master/apps-calendar.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-calendar.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:32	225729/225729	---M-Z	200	added ('OK')	text/html	etag:%22371c1-60db4fd0e3636-gzip%22	https://themesbrand.com/velzon/html/master/apps-calendar-month-grid.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-calendar-month-grid.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:32	263279/263279	---M-Z	200	added ('OK')	text/html	etag:%224046f-60db4fd0e93f7-gzip%22	https://themesbrand.com/velzon/html/master/apps-mailbox.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-mailbox.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:32	246083/246083	---M-Z	200	added ('OK')	text/html	etag:%223c143-60db4fd0e74b6-gzip%22	https://themesbrand.com/velzon/html/master/apps-email-basic.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-email-basic.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:32	246364/246364	---M-Z	200	added ('OK')	text/html	etag:%223c25c-60db4fd0e74b6-gzip%22	https://themesbrand.com/velzon/html/master/apps-email-ecommerce.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-email-ecommerce.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:33	232898/232898	---M-Z	200	added ('OK')	text/html	etag:%2238dc2-60db4fd0e6516-gzip%22	https://themesbrand.com/velzon/html/master/apps-ecommerce-add-product.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-ecommerce-add-product.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:33	235916/235916	---M-Z	200	added ('OK')	text/html	etag:%223998c-60db4fd0e74b6-gzip%22	https://themesbrand.com/velzon/html/master/apps-ecommerce-orders.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-ecommerce-orders.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:33	239330/239330	---M-Z	200	added ('OK')	text/html	etag:%223a6e2-60db4fd0e74b6-gzip%22	https://themesbrand.com/velzon/html/master/apps-ecommerce-order-details.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-ecommerce-order-details.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:33	228389/228389	---M-Z	200	added ('OK')	text/html	etag:%2237c25-60db4fd0e6516-gzip%22	https://themesbrand.com/velzon/html/master/apps-ecommerce-customers.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-ecommerce-customers.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:34	228340/228340	---M-Z	200	added ('OK')	text/html	etag:%2237bf4-60db4fd0e6516-gzip%22	https://themesbrand.com/velzon/html/master/apps-ecommerce-cart.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-ecommerce-cart.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:34	234452/234452	---M-Z	200	added ('OK')	text/html	etag:%22393d4-60db4fd0e74b6-gzip%22	https://themesbrand.com/velzon/html/master/apps-ecommerce-sellers.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-ecommerce-sellers.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:34	240722/240722	---M-Z	200	added ('OK')	text/html	etag:%223ac52-60db4fd0e74b6-gzip%22	https://themesbrand.com/velzon/html/master/apps-ecommerce-seller-details.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-ecommerce-seller-details.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:34	304090/304090	---M-Z	200	added ('OK')	text/html	etag:%224a3da-60db4fd0ea397-gzip%22	https://themesbrand.com/velzon/html/master/apps-projects-list.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-projects-list.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:34	371947/371947	---M-Z	200	added ('OK')	text/html	etag:%225aceb-60db4fd0ea397-gzip%22	https://themesbrand.com/velzon/html/master/apps-projects-overview.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-projects-overview.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:35	232898/232898	---M-Z	200	added ('OK')	text/html	etag:%2238dc2-60db4fd0e93f7-gzip%22	https://themesbrand.com/velzon/html/master/apps-projects-create.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-projects-create.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:35	246776/246776	---M-Z	200	added ('OK')	text/html	etag:%223c3f8-60db4fd0ea397-gzip%22	https://themesbrand.com/velzon/html/master/apps-tasks-list-view.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-tasks-list-view.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:35	274151/274151	---M-Z	200	added ('OK')	text/html	etag:%2242ee7-60db4fd0ea397-gzip%22	https://themesbrand.com/velzon/html/master/apps-tasks-details.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-tasks-details.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:35	239042/239042	---M-Z	200	added ('OK')	text/html	etag:%223a5c2-60db4fd0e45d6-gzip%22	https://themesbrand.com/velzon/html/master/apps-crm-contacts.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-crm-contacts.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:35	240537/240537	---M-Z	200	added ('OK')	text/html	etag:%223ab99-60db4fd0e3636-gzip%22	https://themesbrand.com/velzon/html/master/apps-crm-companies.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-crm-companies.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:36	350740/350740	---M-Z	200	added ('OK')	text/html	etag:%2255a14-60db4fd0e45d6-gzip%22	https://themesbrand.com/velzon/html/master/apps-crm-deals.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-crm-deals.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:36	248391/248391	---M-Z	200	added ('OK')	text/html	etag:%223ca47-60db4fd0e45d6-gzip%22	https://themesbrand.com/velzon/html/master/apps-crm-leads.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-crm-leads.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:36	248939/248939	---M-Z	200	added ('OK')	text/html	etag:%223cc6b-60db4fd0e5576-gzip%22	https://themesbrand.com/velzon/html/master/apps-crypto-transactions.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-crypto-transactions.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:37	254868/254868	---M-Z	200	added ('OK')	text/html	etag:%223e394-60db4fd0e45d6-gzip%22	https://themesbrand.com/velzon/html/master/apps-crypto-buy-sell.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-crypto-buy-sell.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:37	239750/239750	---M-Z	200	added ('OK')	text/html	etag:%223a886-60db4fd0e5576-gzip%22	https://themesbrand.com/velzon/html/master/apps-crypto-orders.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-crypto-orders.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:37	255900/255900	---M-Z	200	added ('OK')	text/html	etag:%223e79c-60db4fd0e6516-gzip%22	https://themesbrand.com/velzon/html/master/apps-crypto-wallet.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-crypto-wallet.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:37	247672/247672	---M-Z	200	added ('OK')	text/html	etag:%223c778-60db4fd0e45d6-gzip%22	https://themesbrand.com/velzon/html/master/apps-crypto-ico.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-crypto-ico.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:37	235097/235097	---M-Z	200	added ('OK')	text/html	etag:%2239659-60db4fd0e5576-gzip%22	https://themesbrand.com/velzon/html/master/apps-crypto-kyc.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-crypto-kyc.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:37	227567/227567	---M-Z	200	added ('OK')	text/html	etag:%22378ef-60db4fd0e74b6-gzip%22	https://themesbrand.com/velzon/html/master/apps-invoices-list.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-invoices-list.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:38	225627/225627	---M-Z	200	added ('OK')	text/html	etag:%223715b-60db4fd0e74b6-gzip%22	https://themesbrand.com/velzon/html/master/apps-invoices-details.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-invoices-details.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
22:47:38	238759/238759	---M-Z	200	added ('OK')	text/html	etag:%223a4a7-60db4fd0e74b6-gzip%22	https://themesbrand.com/velzon/html/master/apps-invoices-create.html	C:/My%20Web%20Sites/Velzon/themesbrand.com/velzon/html/master/apps-invoices-create.html	(from https://themesbrand.com/velzon/html/master/dashboard-analytics.html)
